Prod_id,ds,y
2519,2014-06-01,48
2519,2014-07-01,42
2519,2014-08-01,22
2519,2014-09-01,98
2519,2014-10-01,85
2519,2014-11-01,52
2519,2014-12-01,77
2519,2015-01-01,37
2519,2015-02-01,54
2519,2015-03-01,31
2519,2015-04-01,95
2519,2015-05-01,94
2519,2015-06-01,47
2519,2015-07-01,48
2519,2015-08-01,53
2519,2015-09-01,40
2519,2015-10-01,35
2519,2015-11-01,49
2519,2015-12-01,54
2519,2016-01-01,77
2519,2016-02-01,18
2519,2016-03-01,80
2519,2016-04-01,19
2519,2016-05-01,37
2519,2016-06-01,62
2519,2016-07-01,27
2519,2016-08-01,42
2519,2016-09-01,72
2519,2016-10-01,84
2519,2016-11-01,44
2519,2016-12-01,51
2519,2017-01-01,85
2519,2017-02-01,63
2519,2017-03-01,69
2519,2017-04-01,55
2519,2017-05-01,64
2519,2017-06-01,60
2519,2017-07-01,86
2519,2017-08-01,47
2519,2017-09-01,58
2519,2017-10-01,87
2519,2017-11-01,50
2519,2017-12-01,19
2519,2018-01-01,97
2519,2018-02-01,76
2519,2018-03-01,37
2519,2018-04-01,63
2519,2018-05-01,66
2519,2018-06-01,15
2519,2018-07-01,68
2519,2018-08-01,47
2519,2018-09-01,67
2519,2018-10-01,94
2519,2018-11-01,71
2519,2018-12-01,85
2519,2019-01-01,83
2519,2019-02-01,16
2519,2019-03-01,89
2519,2019-04-01,39
2519,2019-05-01,25
2519,2019-06-01,57
2519,2019-07-01,35
2519,2019-08-01,22
2519,2019-09-01,88
2519,2019-10-01,91
2519,2019-11-01,19
2519,2019-12-01,31
2520,2012-01-01,42
2520,2012-02-01,98
2520,2012-03-01,37
2520,2012-04-01,52
2520,2012-05-01,76
2520,2012-06-01,98
2520,2012-07-01,78
2520,2012-08-01,26
2520,2012-09-01,83
2520,2012-10-01,87
2520,2012-11-01,76
2520,2012-12-01,43
2520,2013-01-01,94
2520,2013-02-01,99
2520,2013-03-01,36
2520,2013-04-01,61
2520,2013-05-01,54
2520,2013-06-01,49
2520,2013-07-01,22
2520,2013-08-01,46
2520,2013-09-01,85
2520,2013-10-01,32
2520,2013-11-01,41
2520,2013-12-01,52
2520,2014-01-01,51
2520,2014-02-01,82
2520,2014-03-01,50
2520,2014-04-01,40
2520,2014-05-01,84
2520,2014-06-01,52
2520,2014-07-01,31
2520,2014-08-01,41
2520,2014-09-01,90
2520,2014-10-01,64
2520,2014-11-01,80
2520,2014-12-01,11
2520,2015-01-01,35
2520,2015-02-01,91
2520,2015-03-01,54
2520,2015-04-01,91
2520,2015-05-01,33
2520,2015-06-01,91
2520,2015-07-01,62
2520,2015-08-01,45
2520,2015-09-01,58
2520,2015-10-01,52
2520,2015-11-01,45
2520,2015-12-01,34
2520,2016-01-01,93
2520,2016-02-01,60
2520,2016-03-01,49
2520,2016-04-01,30
2520,2016-05-01,98
2520,2016-06-01,74
2520,2016-07-01,23
2520,2016-08-01,57
2520,2016-09-01,52
2520,2016-10-01,87
2520,2016-11-01,54
2520,2016-12-01,73
2520,2017-01-01,14
2520,2017-02-01,32
2520,2017-03-01,47
2520,2017-04-01,67
2520,2017-05-01,79
2520,2017-06-01,59
2520,2017-07-01,98
2520,2017-08-01,78
2520,2017-09-01,41
2520,2017-10-01,20
2520,2017-11-01,80
2520,2017-12-01,58
2520,2018-01-01,35
2520,2018-02-01,51
2520,2018-03-01,90
2520,2018-04-01,48
2520,2018-05-01,27
2520,2018-06-01,42
2520,2018-07-01,10
2520,2018-08-01,32
2520,2018-09-01,87
2520,2018-10-01,82
2520,2018-11-01,36
2520,2018-12-01,29
2520,2019-01-01,39
2520,2019-02-01,45
2520,2019-03-01,91
2520,2019-04-01,33
2520,2019-05-01,24
2520,2019-06-01,60
2520,2019-07-01,75
2520,2019-08-01,37
2520,2019-09-01,23
2520,2019-10-01,98
2520,2019-11-01,14
2520,2019-12-01,67
2521,2012-01-01,86
2521,2012-02-01,41
2521,2012-03-01,90
2521,2012-04-01,88
2521,2012-05-01,95
2521,2012-06-01,15
2521,2012-07-01,32
2521,2012-08-01,45
2521,2012-09-01,37
2521,2012-10-01,84
2521,2012-11-01,87
2521,2012-12-01,57
2521,2013-01-01,70
2521,2013-02-01,69
2521,2013-03-01,21
2521,2013-04-01,72
2521,2013-05-01,24
2521,2013-06-01,39
2521,2013-07-01,32
2521,2013-08-01,66
2521,2013-09-01,21
2521,2013-10-01,22
2521,2013-11-01,73
2521,2013-12-01,54
2521,2014-01-01,31
2521,2014-02-01,41
2521,2014-03-01,20
2521,2014-04-01,36
2521,2014-05-01,31
2521,2014-06-01,13
2521,2014-07-01,95
2521,2014-08-01,85
2521,2014-09-01,16
2521,2014-10-01,82
2521,2014-11-01,45
2521,2014-12-01,91
2521,2015-01-01,38
2521,2015-02-01,100
2521,2015-03-01,35
2521,2015-04-01,15
2521,2015-05-01,49
2521,2015-06-01,21
2521,2015-07-01,74
2521,2015-08-01,88
2521,2015-09-01,87
2521,2015-10-01,33
2521,2015-11-01,50
2521,2015-12-01,68
2521,2016-01-01,54
2521,2016-02-01,94
2521,2016-03-01,11
2521,2016-04-01,71
2521,2016-05-01,34
2521,2016-06-01,49
2521,2016-07-01,65
2521,2016-08-01,27
2521,2016-09-01,70
2521,2016-10-01,30
2521,2016-11-01,62
2521,2016-12-01,15
2521,2017-01-01,67
2521,2017-02-01,20
2521,2017-03-01,14
2521,2017-04-01,79
2521,2017-05-01,81
2521,2017-06-01,47
2521,2017-07-01,39
2521,2017-08-01,79
2521,2017-09-01,97
2521,2017-10-01,72
2521,2017-11-01,37
2521,2017-12-01,39
2521,2018-01-01,43
2521,2018-02-01,65
2521,2018-03-01,23
2521,2018-04-01,96
2521,2018-05-01,58
2521,2018-06-01,55
2521,2018-07-01,97
2521,2018-08-01,18
2521,2018-09-01,20
2521,2018-10-01,73
2521,2018-11-01,13
2521,2018-12-01,70
2521,2019-01-01,66
2521,2019-02-01,54
2521,2019-03-01,23
2521,2019-04-01,38
2521,2019-05-01,65
2521,2019-06-01,23
2521,2019-07-01,99
2521,2019-08-01,58
2521,2019-09-01,100
2521,2019-10-01,47
2521,2019-11-01,22
2521,2019-12-01,100
2522,2012-01-01,60
2522,2012-02-01,27
2522,2012-03-01,58
2522,2012-04-01,39
2522,2012-05-01,43
2522,2012-06-01,55
2522,2012-07-01,80
2522,2012-08-01,78
2522,2012-09-01,35
2522,2012-10-01,91
2522,2012-11-01,51
2522,2012-12-01,30
2522,2013-01-01,36
2522,2013-02-01,64
2522,2013-03-01,51
2522,2013-04-01,49
2522,2013-05-01,51
2522,2013-06-01,23
2522,2013-07-01,82
2522,2013-08-01,28
2522,2013-09-01,75
2522,2013-10-01,35
2522,2013-11-01,17
2522,2013-12-01,10
2522,2014-01-01,69
2522,2014-02-01,64
2522,2014-03-01,16
2522,2014-04-01,83
2522,2014-05-01,31
2522,2014-06-01,54
2522,2014-07-01,70
2522,2014-08-01,10
2522,2014-09-01,55
2522,2014-10-01,74
2522,2014-11-01,80
2522,2014-12-01,42
2522,2015-01-01,34
2522,2015-02-01,41
2522,2015-03-01,50
2522,2015-04-01,10
2522,2015-05-01,57
2522,2015-06-01,84
2522,2015-07-01,12
2522,2015-08-01,68
2522,2015-09-01,25
2522,2015-10-01,62
2522,2015-11-01,80
2522,2015-12-01,56
2522,2016-01-01,97
2522,2016-02-01,36
2522,2016-03-01,60
2522,2016-04-01,40
2522,2016-05-01,78
2522,2016-06-01,68
2522,2016-07-01,13
2522,2016-08-01,76
2522,2016-09-01,23
2522,2016-10-01,40
2522,2016-11-01,52
2522,2016-12-01,17
2522,2017-01-01,70
2522,2017-02-01,75
2522,2017-03-01,35
2522,2017-04-01,85
2522,2017-05-01,53
2522,2017-06-01,80
2522,2017-07-01,65
2522,2017-08-01,99
2522,2017-09-01,77
2522,2017-10-01,76
2522,2017-11-01,23
2522,2017-12-01,98
2522,2018-01-01,51
2522,2018-02-01,51
2522,2018-03-01,50
2522,2018-04-01,16
2522,2018-05-01,83
2522,2018-06-01,83
2522,2018-07-01,79
2522,2018-08-01,11
2522,2018-09-01,97
2522,2018-10-01,35
2522,2018-11-01,29
2522,2018-12-01,92
2522,2019-01-01,42
2522,2019-02-01,34
2522,2019-03-01,70
2522,2019-04-01,62
2522,2019-05-01,96
2522,2019-06-01,63
2522,2019-07-01,43
2522,2019-08-01,37
2522,2019-09-01,83
2522,2019-10-01,68
2522,2019-11-01,45
2522,2019-12-01,93
2523,2012-01-01,93
2523,2012-02-01,75
2523,2012-03-01,74
2523,2012-04-01,34
2523,2012-05-01,30
2523,2012-06-01,48
2523,2012-07-01,93
2523,2012-08-01,53
2523,2012-09-01,87
2523,2012-10-01,85
2523,2012-11-01,34
2523,2012-12-01,98
2523,2013-01-01,43
2523,2013-02-01,68
2523,2013-03-01,11
2523,2013-04-01,45
2523,2013-05-01,86
2523,2013-06-01,32
2523,2013-07-01,99
2523,2013-08-01,99
2523,2013-09-01,98
2523,2013-10-01,37
2523,2013-11-01,27
2523,2013-12-01,93
2523,2014-01-01,58
2523,2014-02-01,47
2523,2014-03-01,23
2523,2014-04-01,25
2523,2014-05-01,78
2523,2014-06-01,15
2523,2014-07-01,44
2523,2014-08-01,34
2523,2014-09-01,80
2523,2014-10-01,31
2523,2014-11-01,64
2523,2014-12-01,22
2523,2015-01-01,38
2523,2015-02-01,13
2523,2015-03-01,55
2523,2015-04-01,37
2523,2015-05-01,96
2523,2015-06-01,38
2523,2015-07-01,94
2523,2015-08-01,57
2523,2015-09-01,31
2523,2015-10-01,19
2523,2015-11-01,42
2523,2015-12-01,66
2523,2016-01-01,30
2523,2016-02-01,87
2523,2016-03-01,20
2523,2016-04-01,60
2523,2016-05-01,99
2523,2016-06-01,18
2523,2016-07-01,37
2523,2016-08-01,75
2523,2016-09-01,49
2523,2016-10-01,36
2523,2016-11-01,75
2523,2016-12-01,51
2523,2017-01-01,81
2523,2017-02-01,72
2523,2017-03-01,75
2523,2017-04-01,89
2523,2017-05-01,38
2523,2017-06-01,83
2523,2017-07-01,83
2523,2017-08-01,99
2523,2017-09-01,38
2523,2017-10-01,36
2523,2017-11-01,43
2523,2017-12-01,74
2523,2018-01-01,62
2523,2018-02-01,15
2523,2018-03-01,77
2523,2018-04-01,56
2523,2018-05-01,42
2523,2018-06-01,63
2523,2018-07-01,19
2523,2018-08-01,20
2523,2018-09-01,84
2523,2018-10-01,84
2523,2018-11-01,82
2523,2018-12-01,59
2523,2019-01-01,87
2523,2019-02-01,27
2523,2019-03-01,17
2523,2019-04-01,22
2523,2019-05-01,53
2523,2019-06-01,51
2523,2019-07-01,54
2523,2019-08-01,70
2523,2019-09-01,89
2523,2019-10-01,83
2523,2019-11-01,20
2523,2019-12-01,72
2524,2012-01-01,36
2524,2012-02-01,43
2524,2012-03-01,35
2524,2012-04-01,90
2524,2012-05-01,63
2524,2012-06-01,17
2524,2012-07-01,37
2524,2012-08-01,77
2524,2012-09-01,38
2524,2012-10-01,40
2524,2012-11-01,33
2524,2012-12-01,40
2524,2013-01-01,59
2524,2013-02-01,44
2524,2013-03-01,32
2524,2013-04-01,57
2524,2013-05-01,62
2524,2013-06-01,18
2524,2013-07-01,12
2524,2013-08-01,65
2524,2013-09-01,56
2524,2013-10-01,34
2524,2013-11-01,98
2524,2013-12-01,80
2524,2014-01-01,40
2524,2014-02-01,35
2524,2014-03-01,67
2524,2014-04-01,87
2524,2014-05-01,38
2524,2014-06-01,44
2524,2014-07-01,62
2524,2014-08-01,25
2524,2014-09-01,89
2524,2014-10-01,45
2524,2014-11-01,82
2524,2014-12-01,75
2524,2015-01-01,16
2524,2015-02-01,39
2524,2015-03-01,80
2524,2015-04-01,62
2524,2015-05-01,64
2524,2015-06-01,34
2524,2015-07-01,85
2524,2015-08-01,78
2524,2015-09-01,73
2524,2015-10-01,38
2524,2015-11-01,91
2524,2015-12-01,91
2524,2016-01-01,100
2524,2016-02-01,42
2524,2016-03-01,65
2524,2016-04-01,16
2524,2016-05-01,87
2524,2016-06-01,26
2524,2016-07-01,24
2524,2016-08-01,33
2524,2016-09-01,94
2524,2016-10-01,62
2524,2016-11-01,90
2524,2016-12-01,96
2524,2017-01-01,73
2524,2017-02-01,64
2524,2017-03-01,25
2524,2017-04-01,53
2524,2017-05-01,39
2524,2017-06-01,79
2524,2017-07-01,64
2524,2017-08-01,75
2524,2017-09-01,38
2524,2017-10-01,68
2524,2017-11-01,71
2524,2017-12-01,22
2524,2018-01-01,37
2524,2018-02-01,53
2524,2018-03-01,87
2524,2018-04-01,27
2524,2018-05-01,16
2524,2018-06-01,17
2524,2018-07-01,73
2524,2018-08-01,40
2524,2018-09-01,65
2524,2018-10-01,77
2524,2018-11-01,17
2524,2018-12-01,59
2524,2019-01-01,33
2524,2019-02-01,92
2524,2019-03-01,25
2524,2019-04-01,37
2524,2019-05-01,97
2524,2019-06-01,59
2524,2019-07-01,19
2524,2019-08-01,91
2524,2019-09-01,74
2524,2019-10-01,40
2524,2019-11-01,71
2524,2019-12-01,49
2525,2012-01-01,73
2525,2012-02-01,29
2525,2012-03-01,28
2525,2012-04-01,30
2525,2012-05-01,39
2525,2012-06-01,89
2525,2012-07-01,61
2525,2012-08-01,83
2525,2012-09-01,71
2525,2012-10-01,44
2525,2012-11-01,74
2525,2012-12-01,98
2525,2013-01-01,87
2525,2013-02-01,56
2525,2013-03-01,89
2525,2013-04-01,19
2525,2013-05-01,83
2525,2013-06-01,88
2525,2013-07-01,86
2525,2013-08-01,57
2525,2013-09-01,33
2525,2013-10-01,70
2525,2013-11-01,22
2525,2013-12-01,93
2525,2014-01-01,61
2525,2014-02-01,83
2525,2014-03-01,63
2525,2014-04-01,46
2525,2014-05-01,99
2525,2014-06-01,28
2525,2014-07-01,25
2525,2014-08-01,76
2525,2014-09-01,16
2525,2014-10-01,48
2525,2014-11-01,78
2525,2014-12-01,71
2525,2015-01-01,76
2525,2015-02-01,99
2525,2015-03-01,52
2525,2015-04-01,11
2525,2015-05-01,79
2525,2015-06-01,40
2525,2015-07-01,48
2525,2015-08-01,20
2525,2015-09-01,94
2525,2015-10-01,63
2525,2015-11-01,10
2525,2015-12-01,56
2525,2016-01-01,89
2525,2016-02-01,22
2525,2016-03-01,93
2525,2016-04-01,73
2525,2016-05-01,94
2525,2016-06-01,97
2525,2016-07-01,34
2525,2016-08-01,14
2525,2016-09-01,34
2525,2016-10-01,71
2525,2016-11-01,15
2525,2016-12-01,32
2525,2017-01-01,33
2525,2017-02-01,74
2525,2017-03-01,68
2525,2017-04-01,71
2525,2017-05-01,78
2525,2017-06-01,19
2525,2017-07-01,16
2525,2017-08-01,50
2525,2017-09-01,56
2525,2017-10-01,58
2525,2017-11-01,69
2525,2017-12-01,32
2525,2018-01-01,74
2525,2018-02-01,22
2525,2018-03-01,48
2525,2018-04-01,94
2525,2018-05-01,77
2525,2018-06-01,74
2525,2018-07-01,14
2525,2018-08-01,40
2525,2018-09-01,42
2525,2018-10-01,100
2525,2018-11-01,24
2525,2018-12-01,92
2525,2019-01-01,68
2525,2019-02-01,15
2525,2019-03-01,72
2525,2019-04-01,37
2525,2019-05-01,68
2525,2019-06-01,22
2525,2019-07-01,92
2525,2019-08-01,31
2525,2019-09-01,11
2525,2019-10-01,16
2525,2019-11-01,38
2525,2019-12-01,71
2526,2012-01-01,63
2526,2012-02-01,36
2526,2012-03-01,57
2526,2012-04-01,16
2526,2012-05-01,80
2526,2012-06-01,94
2526,2012-07-01,67
2526,2012-08-01,22
2526,2012-09-01,37
2526,2012-10-01,62
2526,2012-11-01,71
2526,2012-12-01,85
2526,2013-01-01,67
2526,2013-02-01,86
2526,2013-03-01,64
2526,2013-04-01,18
2526,2013-05-01,54
2526,2013-06-01,37
2526,2013-07-01,42
2526,2013-08-01,97
2526,2013-09-01,46
2526,2013-10-01,31
2526,2013-11-01,55
2526,2013-12-01,29
2526,2014-01-01,50
2526,2014-02-01,61
2526,2014-03-01,42
2526,2014-04-01,23
2526,2014-05-01,74
2526,2014-06-01,73
2526,2014-07-01,52
2526,2014-08-01,28
2526,2014-09-01,83
2526,2014-10-01,38
2526,2014-11-01,47
2526,2014-12-01,68
2526,2015-01-01,10
2526,2015-02-01,67
2526,2015-03-01,69
2526,2015-04-01,82
2526,2015-05-01,23
2526,2015-06-01,27
2526,2015-07-01,14
2526,2015-08-01,34
2526,2015-09-01,22
2526,2015-10-01,16
2526,2015-11-01,55
2526,2015-12-01,33
2526,2016-01-01,10
2526,2016-02-01,59
2526,2016-03-01,94
2526,2016-04-01,41
2526,2016-05-01,89
2526,2016-06-01,97
2526,2016-07-01,59
2526,2016-08-01,24
2526,2016-09-01,72
2526,2016-10-01,75
2526,2016-11-01,82
2526,2016-12-01,17
2526,2017-01-01,81
2526,2017-02-01,46
2526,2017-03-01,69
2526,2017-04-01,84
2526,2017-05-01,10
2526,2017-06-01,14
2526,2017-07-01,25
2526,2017-08-01,84
2526,2017-09-01,24
2526,2017-10-01,64
2526,2017-11-01,37
2526,2017-12-01,37
2526,2018-01-01,61
2526,2018-02-01,38
2526,2018-03-01,100
2526,2018-04-01,10
2526,2018-05-01,94
2526,2018-06-01,24
2526,2018-07-01,54
2526,2018-08-01,27
2526,2018-09-01,48
2526,2018-10-01,47
2526,2018-11-01,46
2526,2018-12-01,31
2526,2019-01-01,71
2526,2019-02-01,96
2526,2019-03-01,81
2526,2019-04-01,72
2526,2019-05-01,71
2526,2019-06-01,58
2526,2019-07-01,54
2526,2019-08-01,89
2526,2019-09-01,52
2526,2019-10-01,36
2526,2019-11-01,71
2526,2019-12-01,66
2527,2012-01-01,22
2527,2012-02-01,49
2527,2012-03-01,65
2527,2012-04-01,15
2527,2012-05-01,34
2527,2012-06-01,58
2527,2012-07-01,41
2527,2012-08-01,90
2527,2012-09-01,82
2527,2012-10-01,92
2527,2012-11-01,82
2527,2012-12-01,76
